VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
,02/03/2021 09:47:00 AM,02/03/2021 10:06:00 AM,,,97,225,,2.88,19.15,2.75,0,0,0,,0.3,22.2,,,
2,02/03/2021 09:47:07 AM,02/03/2021 10:02:04 AM,N,1,42,238,1,2.92,12.5,0,0.5,0,0,,0.3,13.3,2,1,0
2,02/03/2021 09:47:54 AM,02/03/2021 09:53:00 AM,N,1,24,41,2,0.72,5.5,0,0.5,1.26,0,,0.3,7.56,1,1,0
,02/03/2021 09:48:00 AM,02/03/2021 10:08:00 AM,,,169,41,,4.91,24.81,2.75,0,0,0,,0.3,27.86,,,
,02/03/2021 09:48:00 AM,02/03/2021 09:59:00 AM,,,25,25,,1.22,12.89,2.75,0,0,0,,0.3,15.94,,,
,02/03/2021 09:48:00 AM,02/03/2021 10:32:00 AM,,,82,97,,8.23,33.09,2.75,0,0,0,,0.3,36.14,,,
,02/03/2021 09:49:00 AM,02/03/2021 10:17:00 AM,,,76,61,,0,23.31,2.75,0,0,0,,0.3,26.36,,,
,02/03/2021 09:49:00 AM,02/03/2021 09:56:00 AM,,,36,225,,1.11,23.31,2.75,0,0,0,,0.3,26.36,,,
,02/03/2021 09:49:00 AM,02/03/2021 10:32:00 AM,,,42,100,,7.71,32.91,2.75,0,0,0,,0.3,35.96,,,
,02/03/2021 09:49:00 AM,02/03/2021 09:56:00 AM,,,39,39,,0.99,15.43,2.75,0,0,0,,0.3,18.48,,,
1,02/03/2021 09:49:34 AM,02/03/2021 10:09:36 AM,N,1,166,244,1,3.9,17,0,0.5,0,0,,0.3,17.8,2,1,0
,02/03/2021 09:50:00 AM,02/03/2021 10:00:00 AM,,,185,242,,1.85,18.59,2.75,0,0,0,,0.3,21.64,,,
,02/03/2021 09:50:00 AM,02/03/2021 09:55:00 AM,,,56,196,,0.64,19.06,2.75,0,0,0,,0.3,22.11,,,
2,02/03/2021 09:51:00 AM,02/03/2021 10:06:09 AM,N,1,41,236,1,2.82,12.5,0,0.5,4.82,0,,0.3,20.87,1,1,2.75
2,02/03/2021 09:51:02 AM,02/03/2021 10:20:14 AM,N,1,41,230,1,3.86,19.5,0,0.5,5,0,,0.3,28.05,1,1,2.75
,02/03/2021 09:52:00 AM,02/03/2021 10:17:00 AM,,,116,185,,9.89,46.15,2.75,0,0,0,,0.3,49.2,,,
,02/03/2021 09:52:00 AM,02/03/2021 10:20:00 AM,,,165,77,,5.13,30.63,2.75,0,0,0,,0.3,33.68,,,
,02/03/2021 09:52:00 AM,02/03/2021 10:12:00 AM,,,35,189,,3.51,19.15,2.75,0,0,0,,0.3,22.2,,,
2,02/03/2021 09:53:17 AM,02/03/2021 10:06:21 AM,N,1,41,152,2,1.72,10,0,0.5,2.7,0,,0.3,13.5,1,1,0
2,02/03/2021 09:53:58 AM,02/03/2021 10:39:11 AM,N,1,160,82,1,5.82,28.5,0,0.5,0,0,,0.3,29.3,2,1,0
2,02/03/2021 09:54:00 AM,02/03/2021 09:58:18 AM,N,1,33,33,1,0.73,5,0,0.5,1.45,0,,0.3,7.25,1,1,0
,02/03/2021 09:54:00 AM,02/03/2021 10:30:00 AM,,,62,217,,3.86,20.93,2.75,0,0,0,,0.3,23.98,,,
2,02/03/2021 09:54:39 AM,02/03/2021 10:05:48 AM,N,1,41,74,2,1.57,8.5,0,0.5,0,0,,0.3,9.3,2,1,0
2,02/03/2021 09:54:45 AM,02/03/2021 10:19:17 AM,N,1,70,191,1,14.47,40,0,0.5,0,0,,0.3,40.8,1,1,0
2,02/03/2021 09:54:50 AM,02/03/2021 10:08:18 AM,N,1,43,236,1,1.33,9.5,0,0.5,0,0,,0.3,13.05,2,1,2.75
,02/03/2021 09:55:00 AM,02/03/2021 10:12:00 AM,,,71,188,,2.38,13.95,2.75,0,0,0,,0.3,17,,,
,02/03/2021 09:56:00 AM,02/03/2021 10:29:00 AM,,,17,137,,7.02,28.26,2.75,0,0,0,,0.3,31.31,,,
,02/03/2021 09:56:00 AM,02/03/2021 10:13:00 AM,,,168,116,,3.03,22.45,2.75,0,0,0,,0.3,25.5,,,
,02/03/2021 09:56:00 AM,02/03/2021 10:22:00 AM,,,74,163,,5.29,21.18,2.75,0,0,0,,0.3,24.23,,,
2,02/03/2021 09:56:36 AM,02/03/2021 10:13:36 AM,N,1,75,151,1,2.06,12.5,0,0.5,2.66,0,,0.3,15.96,1,1,0
,02/03/2021 09:57:00 AM,02/03/2021 10:01:00 AM,,,61,61,,0.36,20.06,2.75,0,0,0,,0.3,23.11,,,
,02/03/2021 09:57:00 AM,02/03/2021 10:10:00 AM,,,220,174,,1.98,19.56,2.75,0,0,0,,0.3,22.61,,,
,02/03/2021 09:57:00 AM,02/03/2021 10:37:00 AM,,,91,196,,14.97,49.58,2.75,0,0,0,,0.3,52.63,,,
2,02/03/2021 09:57:16 AM,02/03/2021 10:05:42 AM,N,1,166,238,1,1.91,8,0,0.5,2.31,0,,0.3,13.86,1,1,2.75
1,02/03/2021 09:57:32 AM,02/03/2021 10:17:42 AM,N,1,97,89,1,3.5,16,0,0.5,3.35,0,,0.3,20.15,1,1,0
,02/03/2021 09:58:00 AM,02/03/2021 10:09:00 AM,,,254,250,,4.22,19.57,2.75,0,0,0,,0.3,22.62,,,
,02/03/2021 09:59:00 AM,02/03/2021 10:29:00 AM,,,224,43,,5.5,22.69,2.75,0,0,0,,0.3,25.74,,,
,02/03/2021 09:59:00 AM,02/03/2021 10:17:00 AM,,,254,241,,4.17,13.88,2.75,0,0,0,,0.3,16.93,,,
,02/03/2021 09:59:00 AM,02/03/2021 10:39:00 AM,,,225,33,,4.65,20.93,2.75,0,0,0,,0.3,23.98,,,
1,02/03/2021 09:59:36 AM,02/03/2021 10:19:14 AM,N,1,75,127,1,5.7,20,0,0.5,0,0,,0.3,20.8,2,1,0
2,02/03/2021 10:00:22 AM,02/03/2021 10:12:13 AM,N,1,33,40,1,1.56,9,0,0.5,1.96,0,,0.3,11.76,1,1,0
,02/03/2021 10:01:00 AM,02/03/2021 10:15:00 AM,,,32,250,,2.56,19.57,2.75,0,0,0,,0.3,22.62,,,
,02/03/2021 10:01:00 AM,02/03/2021 10:36:00 AM,,,39,61,,4.94,23.31,2.75,0,0,0,,0.3,26.36,,,
,02/03/2021 10:01:00 AM,02/03/2021 10:11:00 AM,,,25,33,,1.29,16.66,2.75,0,0,0,,0.3,19.71,,,
,02/03/2021 10:02:00 AM,02/03/2021 10:18:00 AM,,,75,41,,1.71,20.65,2.75,0,0,0,,0.3,23.7,,,
,02/03/2021 10:02:00 AM,02/03/2021 10:13:00 AM,,,81,185,,1.89,13.62,2.75,0,0,0,,0.3,16.67,,,
2,02/03/2021 10:02:19 AM,02/03/2021 10:34:17 AM,N,1,42,43,1,4.46,21,0,0.5,0,0,,0.3,24.55,2,1,2.75
,02/03/2021 10:03:00 AM,02/03/2021 10:15:00 AM,,,167,69,,1.73,18.52,2.75,0,0,0,,0.3,21.57,,,
,02/03/2021 10:03:00 AM,02/03/2021 10:34:00 AM,,,61,91,,4.19,21.37,2.75,0,0,0,,0.3,24.42,,,
,02/03/2021 10:03:00 AM,02/03/2021 10:17:00 AM,,,197,121,,3.58,19.09,0,0,4,0,,0.3,23.39,,,
,02/03/2021 10:03:00 AM,02/03/2021 10:25:00 AM,,,106,61,,2.6,19.15,2.75,0,0,0,,0.3,22.2,,,
2,02/03/2021 10:03:20 AM,02/03/2021 10:08:56 AM,N,1,42,74,1,0.85,5.5,0,0.5,1.89,0,,0.3,8.19,1,1,0
,02/03/2021 10:04:00 AM,02/03/2021 10:29:00 AM,,,228,133,,3.39,18.53,0,0,4.14,0,,0.3,22.97,,,
,02/03/2021 10:04:00 AM,02/03/2021 10:18:00 AM,,,47,126,,2.95,8.97,0,0,1.02,0,,0.3,10.29,,,
2,02/03/2021 10:04:15 AM,02/03/2021 10:19:36 AM,N,1,74,136,1,5.47,18,0,0.5,0,0,,0.3,18.8,2,1,0
,02/03/2021 10:05:00 AM,02/03/2021 10:59:00 AM,,,17,88,,5.74,26.16,2.75,0,0,0,,0.3,29.21,,,
,02/03/2021 10:05:00 AM,02/03/2021 10:36:00 AM,,,139,117,,12.54,39.86,1.35,0,0,2.29,,0.3,43.8,,,
,02/03/2021 10:05:00 AM,02/03/2021 10:17:00 AM,,,121,215,,1.84,21.57,2.75,0,0,0,,0.3,24.62,,,
,02/03/2021 10:06:00 AM,02/03/2021 10:16:00 AM,,,39,76,,1.72,15.43,2.75,0,0,0,,0.3,18.48,,,
2,02/03/2021 10:06:07 AM,02/03/2021 10:30:07 AM,N,1,242,200,1,7.72,25,0,0.5,10,0,,0.3,40.8,1,1,0
,02/03/2021 10:07:00 AM,02/03/2021 10:35:00 AM,,,243,74,,5.74,25.79,2.75,0,0,0,,0.3,28.84,,,
,02/03/2021 10:07:00 AM,02/03/2021 10:11:00 AM,,,7,193,,0.71,7,0,0,1.46,0,,0.3,8.76,,,
,02/03/2021 10:07:00 AM,02/03/2021 10:32:00 AM,,,42,220,,6.69,27.42,2.75,0,0,0,,0.3,30.47,,,
2,02/03/2021 10:07:41 AM,02/03/2021 10:23:03 AM,N,1,95,56,1,2.34,11,0,0.5,3.54,0,,0.3,15.34,1,1,0
2,02/03/2021 10:07:51 AM,02/03/2021 10:43:28 AM,N,1,75,230,1,4.07,23.5,0,0.5,4.5,0,,0.3,31.55,1,1,2.75
,02/03/2021 10:08:00 AM,02/03/2021 10:53:00 AM,,,231,247,,10.48,48.85,0,0,0,0,,0.3,51.9,,,
,02/03/2021 10:08:00 AM,02/03/2021 10:26:00 AM,,,196,173,,1.97,19.06,2.75,0,0,0,,0.3,22.11,,,
,02/03/2021 10:09:00 AM,02/03/2021 10:35:00 AM,,,15,198,,13.51,37.81,2.75,0,0,0,,0.3,40.86,,,
,02/03/2021 10:09:00 AM,02/03/2021 10:45:00 AM,,,76,181,,5.72,28.03,2.75,0,0,0,,0.3,31.08,,,
,02/03/2021 10:09:00 AM,02/03/2021 10:24:00 AM,,,188,61,,2.1,21.37,2.75,0,0,0,,0.3,24.42,,,
,02/03/2021 10:09:00 AM,02/03/2021 10:55:00 AM,,,41,140,,3.37,22.37,0,0,3.52,0,,0.3,28.94,,,
2,02/03/2021 10:09:45 AM,02/03/2021 10:27:07 AM,N,1,196,129,1,2.45,12.5,0,0.5,0,0,,0.3,13.3,2,1,0
,02/03/2021 10:10:00 AM,02/03/2021 10:52:00 AM,,,210,140,,22.04,48.56,2.75,0,0,6.12,,0.3,57.73,,,
2,02/03/2021 10:10:10 AM,02/03/2021 11:15:11 AM,N,1,76,76,1,6.11,41,0,0.5,0,0,,0.3,41.8,1,1,0
2,02/03/2021 10:10:26 AM,02/03/2021 10:16:27 AM,N,1,43,151,1,0.84,6,0,0.5,0.08,0,,0.3,6.88,1,1,0
,02/03/2021 10:11:00 AM,02/03/2021 10:19:00 AM,,,177,72,,1.79,16.73,2.75,0,0,0,,0.3,19.78,,,
,02/03/2021 10:12:00 AM,02/03/2021 10:23:00 AM,,,18,185,,3.01,20.8,2.75,0,0,0,,0.3,23.85,,,
,02/03/2021 10:12:00 AM,02/03/2021 10:20:00 AM,,,76,76,,1.78,15.43,2.75,0,0,0,,0.3,18.48,,,
1,02/03/2021 10:12:12 AM,02/03/2021 10:25:07 AM,N,1,78,159,1,0,9.2,0,0.5,0,0,,0.3,10,1,1,0
2,02/03/2021 10:12:50 AM,02/03/2021 11:09:53 AM,N,1,165,46,2,30.33,83,0,0.5,0,6.12,,0.3,89.92,1,1,0
,02/03/2021 10:13:00 AM,02/03/2021 10:45:00 AM,,,225,261,,6.11,29.45,2.75,0,0,0,,0.3,32.5,,,
1,02/03/2021 10:13:35 AM,02/03/2021 10:38:21 AM,N,1,166,144,1,8.6,27.5,2.75,0.5,6.2,0,,0.3,37.25,1,1,2.75
,02/03/2021 10:14:00 AM,02/03/2021 10:27:00 AM,,,61,72,,2.06,16.73,2.75,0,0,0,,0.3,19.78,,,
2,02/03/2021 10:15:21 AM,02/03/2021 10:20:50 AM,N,1,74,41,2,0.77,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,02/03/2021 10:16:09 AM,02/03/2021 10:35:20 AM,N,1,41,161,1,3.72,16,0,0.5,0,0,,0.3,19.55,2,1,2.75
1,02/03/2021 10:16:09 AM,02/03/2021 10:23:51 AM,N,1,41,43,1,0.8,6.5,0,0.5,1.45,0,,0.3,8.75,1,1,0
,02/03/2021 10:17:00 AM,02/03/2021 10:30:00 AM,,,213,213,,2.42,21.53,2.75,0,0,0,,0.3,24.58,,,
2,02/03/2021 10:17:46 AM,02/03/2021 10:17:49 AM,N,5,223,264,1,0.28,38,0,0,9.58,0,,0.3,47.88,1,2,0
2,02/03/2021 10:17:56 AM,02/03/2021 10:32:05 AM,N,1,116,143,1,5.27,17.5,0,0.5,0,0,,0.3,21.05,2,1,2.75
,02/03/2021 10:18:00 AM,02/03/2021 10:28:00 AM,,,69,119,,1.13,14.55,2.75,0,0,0,,0.3,17.6,,,
,02/03/2021 10:18:00 AM,02/03/2021 10:51:00 AM,,,78,130,,15.2,50.83,2.75,0,0,6.12,,0.3,60,,,
2,02/03/2021 10:18:13 AM,02/03/2021 10:24:13 AM,N,1,41,74,1,1.08,6,0,0.5,1.36,0,,0.3,8.16,1,1,0
2,02/03/2021 10:18:50 AM,02/03/2021 10:32:36 AM,N,1,24,43,1,1.51,10,0,0.5,3.24,0,,0.3,14.04,1,1,0
,02/03/2021 10:19:00 AM,02/03/2021 10:32:00 AM,,,213,242,,4.91,22.79,2.75,0,0,0,,0.3,25.84,,,
,02/03/2021 10:19:00 AM,02/03/2021 10:47:00 AM,,,82,215,,7.68,36.62,2.75,0,0,0,,0.3,39.67,,,
,02/03/2021 10:19:00 AM,02/03/2021 10:36:00 AM,,,182,51,,5.36,18.59,2.75,0,0,0,,0.3,21.64,,,
,02/03/2021 10:19:00 AM,02/03/2021 10:30:00 AM,,,4,113,,1.51,13.66,2.75,0,0,0,,0.3,16.71,,,
2,02/03/2021 10:19:26 AM,02/03/2021 10:23:10 AM,N,1,41,41,2,0.49,4.5,0,0.5,0,0,,0.3,5.3,2,1,0
,02/03/2021 10:20:00 AM,02/03/2021 10:28:00 AM,,,208,248,,2.73,9.14,0,0,2,0,,0.3,11.44,,,
2,02/03/2021 10:20:22 AM,02/03/2021 10:56:49 AM,N,1,74,234,1,7.36,27.5,0,0.5,6.21,0,,0.3,37.26,1,1,2.75
2,02/03/2021 10:20:39 AM,02/03/2021 10:27:04 AM,N,1,168,168,1,0.69,6,0,0.5,0,0,,0.3,6.8,2,1,0
2,02/03/2021 10:20:56 AM,02/03/2021 10:33:13 AM,N,1,75,262,1,1.28,9,0,0.5,0,0,,0.3,12.55,2,1,2.75
2,02/03/2021 10:20:56 AM,02/03/2021 10:44:56 AM,N,1,52,164,1,7.13,24,0,0.5,5.51,0,,0.3,33.06,1,1,2.75
,02/03/2021 10:21:00 AM,02/03/2021 11:09:00 AM,,,47,17,,13.18,33.41,2.75,0,0,6.12,,0.3,42.58,,,
,02/03/2021 10:21:00 AM,02/03/2021 10:35:00 AM,,,47,126,,2.94,10.31,0,0,1.17,0,,0.3,11.78,,,
,02/03/2021 10:21:00 AM,02/03/2021 10:32:00 AM,,,61,61,,1.06,16.73,2.75,0,0,0,,0.3,19.78,,,
2,02/03/2021 10:21:06 AM,02/03/2021 10:32:38 AM,N,1,41,116,1,1.79,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
,02/03/2021 10:22:00 AM,02/03/2021 10:36:00 AM,,,72,91,,2.73,26.27,2.75,0,0,0,,0.3,29.32,,,
,02/03/2021 10:22:00 AM,02/03/2021 11:29:00 AM,,,35,41,,19.35,35.72,2.75,0,0,6.12,,0.3,44.89,,,
,02/03/2021 10:22:00 AM,02/03/2021 10:56:00 AM,,,42,233,,7.02,31.81,2.75,0,0,0,,0.3,34.86,,,
2,02/03/2021 10:22:54 AM,02/03/2021 10:26:38 AM,N,1,41,151,1,0.67,5,0,0.5,0,0,,0.3,5.8,2,1,0
,02/03/2021 10:23:00 AM,02/03/2021 10:33:00 AM,,,25,49,,1.34,20.93,2.75,0,0,0,,0.3,23.98,,,
,02/03/2021 10:23:00 AM,02/03/2021 10:55:00 AM,,,149,25,,14.01,31.67,2.75,0,0,0,,0.3,34.72,,,
,02/03/2021 10:23:00 AM,02/03/2021 10:39:00 AM,,,254,51,,2.67,24.62,2.75,0,0,0,,0.3,27.67,,,
2,02/03/2021 10:23:03 AM,02/03/2021 10:49:30 AM,N,1,166,162,1,4.14,19,0,0.5,0,0,,0.3,22.55,2,1,2.75
2,02/03/2021 10:23:37 AM,02/03/2021 10:24:21 AM,N,5,243,243,1,0.07,17.5,0,0,3.56,0,,0.3,21.36,1,2,0
,02/03/2021 10:24:00 AM,02/03/2021 11:09:00 AM,,,155,228,,6.57,28.62,2.75,0,0,0,,0.3,31.67,,,
1,02/03/2021 10:24:02 AM,02/03/2021 10:28:20 AM,Y,1,75,74,1,1.2,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,02/03/2021 10:24:27 AM,02/03/2021 10:29:55 AM,N,1,74,42,1,0.48,5,0,0.5,0,0,,0.3,5.8,2,1,0
,02/03/2021 10:25:00 AM,02/03/2021 11:01:00 AM,,,35,97,,4.5,19.15,2.75,0,0,0,,0.3,22.2,,,
1,02/03/2021 10:25:54 AM,02/03/2021 10:32:18 AM,N,1,43,236,1,0.9,6,2.75,0.5,0,0,,0.3,9.55,2,1,2.75
2,02/03/2021 10:25:56 AM,02/03/2021 10:56:46 AM,N,1,41,162,1,4.18,20.5,0,0.5,2,0,,0.3,26.05,1,1,2.75
,02/03/2021 10:27:00 AM,02/03/2021 11:01:00 AM,,,119,141,,7.13,26.4,2.75,0,0,0,,0.3,29.45,,,
,02/03/2021 10:27:00 AM,02/03/2021 10:35:00 AM,,,136,169,,1.6,17.59,2.75,0,0,0,,0.3,20.64,,,
2,02/03/2021 10:27:07 AM,02/03/2021 10:44:10 AM,N,1,65,17,1,2.22,12,0,0.5,2.56,0,,0.3,15.36,1,1,0
,02/03/2021 10:28:00 AM,02/03/2021 10:50:00 AM,,,235,185,,4.7,23.43,2.75,0,0,0,,0.3,26.48,,,
2,02/03/2021 10:28:57 AM,02/03/2021 10:42:45 AM,N,1,166,74,1,2.19,10.5,0,0.5,0,0,,0.3,11.3,2,1,0
2,02/03/2021 10:29:41 AM,02/03/2021 10:42:34 AM,N,1,43,142,1,2.21,10.5,0,0.5,3.51,0,,0.3,17.56,1,1,2.75
,02/03/2021 10:30:00 AM,02/03/2021 10:36:00 AM,,,69,69,,0.86,18.52,2.75,0,0,0,,0.3,21.57,,,
1,02/03/2021 10:30:14 AM,02/03/2021 10:39:09 AM,N,1,97,97,1,0.7,7,0,0.5,0,0,,0.3,7.8,2,1,0
,02/03/2021 10:31:00 AM,02/03/2021 11:18:00 AM,,,170,39,,12.62,36.15,2.75,0,0,0,,0.3,39.2,,,
,02/03/2021 10:31:00 AM,02/03/2021 10:56:00 AM,,,86,39,,13.25,36.06,2.75,0,0,0,,0.3,39.11,,,
2,02/03/2021 10:31:31 AM,02/03/2021 10:49:29 AM,N,1,43,229,1,2.59,13,0,0.5,0,0,,0.3,13.8,1,1,0
2,02/03/2021 10:31:34 AM,02/03/2021 10:41:29 AM,N,1,75,152,1,1.89,9,0,0.5,0,0,,0.3,9.8,2,1,0
2,02/03/2021 10:31:41 AM,02/03/2021 10:48:08 AM,N,1,74,151,1,2.08,12,0,0.5,3.84,0,,0.3,16.64,1,1,0
,02/03/2021 10:32:00 AM,02/03/2021 10:46:00 AM,,,21,67,,2.12,19.41,2.75,0,0,0,,0.3,22.46,,,
,02/03/2021 10:32:00 AM,02/03/2021 11:05:00 AM,,,222,223,,17.26,34.01,2.75,0,0,0,,0.3,37.06,,,
,02/03/2021 10:32:00 AM,02/03/2021 10:50:00 AM,,,235,167,,2.78,18.52,2.75,0,0,0,,0.3,21.57,,,
2,02/03/2021 10:32:02 AM,02/03/2021 10:44:44 AM,N,1,122,191,1,2.16,10.5,0,0.5,0,0,,0.3,11.3,2,1,0
2,02/03/2021 10:32:21 AM,02/03/2021 10:41:32 AM,N,1,42,41,1,1.39,8,0,0.5,0,0,,0.3,8.8,2,1,0
2,02/03/2021 10:32:35 AM,02/03/2021 10:50:44 AM,N,1,168,182,1,6.07,20,0,0.5,0,0,,0.3,20.8,2,1,0
1,02/03/2021 10:33:18 AM,02/03/2021 11:00:13 AM,N,1,42,136,1,0,18.2,0,0.5,0,0,,0.3,19,1,1,0
2,02/03/2021 10:33:37 AM,02/03/2021 10:45:56 AM,N,1,43,262,1,1.5,9.5,0,0.5,3.26,0,,0.3,16.31,1,1,2.75
,02/03/2021 10:34:00 AM,02/03/2021 11:03:00 AM,,,168,4,,8.94,31.18,0,0,0,0,,0.3,34.23,,,
,02/03/2021 10:34:00 AM,02/03/2021 10:51:00 AM,,,254,32,,2.01,20.07,2.75,0,0,0,,0.3,23.12,,,
1,02/03/2021 10:34:50 AM,02/03/2021 10:42:58 AM,N,1,74,75,1,1.5,7,0,0.5,4,0,,0.3,11.8,1,1,0
2,02/03/2021 10:34:55 AM,02/03/2021 11:05:46 AM,N,1,74,79,1,6.72,24,0,0.5,0,0,,0.3,27.55,2,1,2.75
,02/03/2021 10:35:00 AM,02/03/2021 11:08:00 AM,,,188,33,,3.56,20.93,2.75,0,0,0,,0.3,23.98,,,
,02/03/2021 10:35:00 AM,02/03/2021 10:49:00 AM,,,129,173,,1.68,15.89,2.75,0,0,0,,0.3,18.94,,,
,02/03/2021 10:35:00 AM,02/03/2021 10:48:00 AM,,,71,155,,2.64,17.94,2.75,0,0,0,,0.3,20.99,,,
,02/03/2021 10:35:00 AM,02/03/2021 10:48:00 AM,,,76,72,,2.92,23.83,2.75,0,0,0,,0.3,26.88,,,
1,02/03/2021 10:35:48 AM,02/03/2021 10:51:18 AM,N,1,74,236,1,2.5,11.5,2.75,0.5,1.95,0,,0.3,17,1,1,2.75
,02/03/2021 10:36:00 AM,02/03/2021 10:55:00 AM,,,91,77,,2.59,18.95,2.75,0,0,0,,0.3,22,,,
,02/03/2021 10:36:00 AM,02/03/2021 10:43:00 AM,,,61,61,,1.05,16.73,2.75,0,0,0,,0.3,19.78,,,
,02/03/2021 10:36:00 AM,02/03/2021 10:43:00 AM,,,72,188,,1.02,21.37,2.75,0,0,0,,0.3,24.42,,,
,02/03/2021 10:37:00 AM,02/03/2021 10:50:00 AM,,,47,119,,1.79,8.29,0,0,0.95,0,,0.3,9.54,,,
,02/03/2021 10:38:00 AM,02/03/2021 10:42:00 AM,,,61,61,,0.59,16.73,2.75,0,0,0,,0.3,19.78,,,
,02/03/2021 10:38:00 AM,02/03/2021 11:34:00 AM,,,86,17,,14.54,46.15,2.75,0,0,0,,0.3,49.2,,,
2,02/03/2021 10:38:14 AM,02/03/2021 10:58:20 AM,N,1,75,140,1,1.75,13,0,0.5,0,0,,0.3,16.55,1,1,2.75
,02/03/2021 10:39:00 AM,02/03/2021 10:54:00 AM,,,92,192,,3.07,22.45,2.75,0,0,0,,0.3,25.5,,,
,02/03/2021 10:39:00 AM,02/03/2021 10:58:00 AM,,,89,85,,1.55,15.45,2.75,0,0,0,,0.3,18.5,,,
,02/03/2021 10:39:00 AM,02/03/2021 10:48:00 AM,,,20,254,,3.21,13.88,2.75,0,0,0,,0.3,16.93,,,
,02/03/2021 10:39:00 AM,02/03/2021 10:42:00 AM,,,36,36,,0.26,17.31,5.5,0,0,0,,0.3,23.11,,,
2,02/03/2021 10:39:31 AM,02/03/2021 10:43:51 AM,N,1,74,74,1,0.52,4.5,0,0.5,1.59,0,,0.3,6.89,1,1,0
1,02/03/2021 10:39:39 AM,02/03/2021 10:47:38 AM,N,1,17,17,2,0.9,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
,02/03/2021 10:40:00 AM,02/03/2021 10:46:00 AM,,,77,76,,1.31,12.68,5.5,0,0,0,,0.3,18.48,,,
,02/03/2021 10:40:00 AM,02/03/2021 10:58:00 AM,,,216,203,,4.76,15.83,5.5,0,0,0,,0.3,21.63,,,
,02/03/2021 10:40:00 AM,02/03/2021 10:51:00 AM,,,136,220,,1.92,19.56,2.75,0,0,0,,0.3,22.61,,,
2,02/03/2021 10:40:06 AM,02/03/2021 10:54:39 AM,N,1,41,237,1,2.18,11.5,0,0.5,0,0,,0.3,15.05,2,1,2.75
2,02/03/2021 10:40:30 AM,02/03/2021 11:04:27 AM,N,1,116,100,1,7.42,25.5,0,0.5,5,0,,0.3,34.05,1,1,2.75
,02/03/2021 10:41:00 AM,02/03/2021 11:10:00 AM,,,188,39,,4.22,23.83,2.75,0,0,0,,0.3,26.88,,,
2,02/03/2021 10:41:27 AM,02/03/2021 10:45:03 AM,N,1,236,236,1,0.62,4.5,0,0.5,1.2,0,,0.3,9.25,1,1,2.75
1,02/03/2021 10:41:34 AM,02/03/2021 10:51:14 AM,N,1,75,41,1,1.5,8,0,0.5,0,0,,0.3,8.8,2,1,0
,02/03/2021 10:42:00 AM,02/03/2021 10:54:00 AM,,,247,169,,3.21,22.45,2.75,0,0,0,,0.3,25.5,,,
2,02/03/2021 10:42:27 AM,02/03/2021 11:07:53 AM,N,1,116,13,1,9.6,29.5,0,0.5,6.61,0,,0.3,39.66,1,1,2.75
,02/03/2021 10:43:00 AM,02/03/2021 11:08:00 AM,,,197,130,,3.53,16.3,5.5,0,0,0,,0.3,22.1,,,
2,02/03/2021 10:43:30 AM,02/03/2021 10:47:13 AM,N,1,75,151,1,0.77,5,0,0.5,1.45,0,,0.3,7.25,1,1,0
,02/03/2021 10:46:00 AM,02/03/2021 11:16:00 AM,,,75,177,,17.27,30.59,2.75,0,0,6.12,,0.3,39.76,,,
2,02/03/2021 10:46:28 AM,02/03/2021 11:08:09 AM,N,1,42,18,1,5.38,20,0,0.5,4.16,0,,0.3,24.96,1,1,0
,02/03/2021 10:47:00 AM,02/03/2021 10:55:00 AM,,,107,79,,0.98,13.66,2.75,0,0,0,,0.3,16.71,,,
2,02/03/2021 10:48:25 AM,02/03/2021 10:49:45 AM,N,1,74,74,1,0.28,3,0,0.5,0,0,,0.3,3.8,2,1,0
2,02/03/2021 10:48:49 AM,02/03/2021 10:53:52 AM,N,1,75,74,1,1.28,6,0,0.5,0,0,,0.3,6.8,2,1,0
,02/03/2021 10:49:00 AM,02/03/2021 11:05:00 AM,,,250,241,,5.74,26.19,2.75,0,0,0,,0.3,29.24,,,
,02/03/2021 10:49:00 AM,02/03/2021 11:09:00 AM,,,177,95,,6.46,32.95,2.75,0,0,0,,0.3,36,,,
,02/03/2021 10:50:00 AM,02/03/2021 11:22:00 AM,,,179,170,,5.47,21.22,5.5,0,0,0,,0.3,27.02,,,
2,02/03/2021 10:50:56 AM,02/03/2021 11:02:53 AM,N,1,74,236,1,1.9,9.5,0,0.5,3.92,0,,0.3,16.97,1,1,2.75
,02/03/2021 10:51:00 AM,02/03/2021 11:04:00 AM,,,102,95,,2.2,20.51,1.35,0,0,0,,0.3,22.16,,,
2,02/03/2021 10:51:04 AM,02/03/2021 11:04:55 AM,N,1,95,197,1,2.88,12,0,0.5,0,0,,0.3,12.8,2,1,0
2,02/03/2021 10:51:16 AM,02/03/2021 11:31:20 AM,N,1,168,72,1,18.21,53.5,0,0.5,0,6.12,,0.3,60.42,1,1,0
