VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2,02/03/2021 01:36:48 PM,02/03/2021 01:56:27 PM,N,1,116,41,1,2.29,13.5,0,0.5,0,0,,0.3,14.3,1,1,0
2,02/03/2021 01:37:59 PM,02/03/2021 01:51:05 PM,N,1,75,151,1,1.55,9.5,0,0.5,2.06,0,,0.3,12.36,1,1,0
,02/03/2021 01:38:00 PM,02/03/2021 01:53:00 PM,,,42,236,,3.72,18.95,2.75,0,0,0,,0.3,22,,,
,02/03/2021 01:38:00 PM,02/03/2021 02:08:00 PM,,,265,235,,14.03,46.15,2.75,0,0,0,,0.3,49.2,,,
,02/03/2021 01:38:00 PM,02/03/2021 01:51:00 PM,,,217,148,,3.47,24.97,2.75,0,0,0,,0.3,28.02,,,
2,02/03/2021 01:38:03 PM,02/03/2021 01:44:03 PM,N,1,130,215,1,0.91,6,0,0.5,1.36,0,,0.3,8.16,1,1,0
2,02/03/2021 01:38:47 PM,02/03/2021 01:48:36 PM,N,1,42,74,1,1.58,8,0,0.5,0,0,,0.3,8.8,2,1,0
,02/03/2021 01:39:00 PM,02/03/2021 01:57:00 PM,,,14,76,,12.07,36.67,2.75,0,0,0,,0.3,39.72,,,
2,02/03/2021 01:39:07 PM,02/03/2021 01:58:38 PM,N,1,116,69,1,2.27,13.5,0,0.5,2.86,0,,0.3,17.16,1,1,0
2,02/03/2021 01:39:18 PM,02/03/2021 02:38:42 PM,N,1,207,179,1,6.13,36.5,0,0.5,0,0,,0.3,37.3,1,1,0
2,02/03/2021 01:39:40 PM,02/03/2021 01:57:16 PM,N,1,43,143,1,2.78,13,0,0.5,0,0,,0.3,16.55,2,1,2.75
2,02/03/2021 01:39:48 PM,02/03/2021 01:41:50 PM,N,1,41,74,1,0.19,3.5,0,0.5,0,0,,0.3,4.3,2,1,0
,02/03/2021 01:40:00 PM,02/03/2021 01:47:00 PM,,,74,74,,1.66,14.94,5.5,0,0,0,,0.3,20.74,,,
2,02/03/2021 01:40:36 PM,02/03/2021 01:55:11 PM,N,1,42,41,1,1.92,11,0,0.5,0.2,0,,0.3,12,1,1,0
2,02/03/2021 01:40:54 PM,02/03/2021 01:57:02 PM,N,1,244,151,1,3.69,15,0,0.5,3.16,0,,0.3,18.96,1,1,0
,02/03/2021 01:41:00 PM,02/03/2021 02:01:00 PM,,,188,62,,1.44,21.37,2.75,0,0,0,,0.3,24.42,,,
,02/03/2021 01:41:00 PM,02/03/2021 01:46:00 PM,,,131,131,,0.54,13.07,2.75,0,0,0,,0.3,16.12,,,
,02/03/2021 01:42:00 PM,02/03/2021 01:57:00 PM,,,7,223,,1.87,16.83,2.75,0,0,0,,0.3,19.88,,,
2,02/03/2021 01:42:11 PM,02/03/2021 01:42:17 PM,N,2,69,69,1,0,-52,0,-0.5,0,0,,-0.3,-52.8,3,1,0
2,02/03/2021 01:42:11 PM,02/03/2021 01:42:17 PM,N,2,69,69,1,0,52,0,0.5,0,0,,0.3,52.8,2,1,0
,02/03/2021 01:43:00 PM,02/03/2021 01:57:00 PM,,,137,256,,4.78,24.55,2.75,0,0,0,,0.3,27.6,,,
,02/03/2021 01:43:00 PM,02/03/2021 02:08:00 PM,,,71,181,,3.79,21.64,2.75,0,0,0,,0.3,24.69,,,
,02/03/2021 01:43:00 PM,02/03/2021 02:09:00 PM,,,40,188,,3.6,25.4,2.75,0,0,0,,0.3,28.45,,,
2,02/03/2021 01:43:02 PM,02/03/2021 01:56:23 PM,N,1,49,148,1,3.04,12,0,0.5,0,0,,0.3,15.55,2,1,2.75
,02/03/2021 01:44:00 PM,02/03/2021 01:56:00 PM,,,77,76,,1.57,15.43,2.75,0,0,0,,0.3,18.48,,,
,02/03/2021 01:44:00 PM,02/03/2021 01:59:00 PM,,,62,61,,1.83,13.98,5.5,0,0,0,,0.3,19.78,,,
,02/03/2021 01:44:00 PM,02/03/2021 02:00:00 PM,,,122,121,,4.37,21.57,2.75,0,0,0,,0.3,24.62,,,
,02/03/2021 01:44:00 PM,02/03/2021 02:51:00 PM,,,177,34,,8.77,25.93,2.75,0,0,0,,0.3,28.98,,,
2,02/03/2021 01:44:41 PM,02/03/2021 01:50:30 PM,N,1,42,42,1,0.51,5,0,0.5,0,0,,0.3,5.8,2,1,0
,02/03/2021 01:45:00 PM,02/03/2021 02:09:00 PM,,,131,171,,8.58,36.45,2.75,0,0,0,,0.3,39.5,,,
2,02/03/2021 01:45:34 PM,02/03/2021 02:00:06 PM,N,1,159,235,1,3.91,15,0,0.5,0,0,,0.3,15.8,2,1,0
,02/03/2021 01:46:00 PM,02/03/2021 02:08:00 PM,,,76,203,,8.24,38.79,2.75,0,0,0,,0.3,41.84,,,
,02/03/2021 01:46:00 PM,02/03/2021 01:59:00 PM,,,134,96,,2.3,14.75,2.75,0,0,0,,0.3,17.8,,,
,02/03/2021 01:46:00 PM,02/03/2021 01:59:00 PM,,,76,72,,1.47,23.31,2.75,0,0,0,,0.3,26.36,,,
2,02/03/2021 01:46:46 PM,02/03/2021 01:55:58 PM,N,1,42,41,1,0.95,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,02/03/2021 01:46:49 PM,02/03/2021 01:56:24 PM,N,1,244,42,1,1.55,8.5,0,0.5,0,0,,0.3,9.3,2,1,0
,02/03/2021 01:47:00 PM,02/03/2021 01:55:00 PM,,,131,28,,0.69,13.07,2.75,0,0,0,,0.3,16.12,,,
,02/03/2021 01:48:00 PM,02/03/2021 02:05:00 PM,,,95,64,,9.52,32.99,2.75,0,0,0,,0.3,36.04,,,
,02/03/2021 01:49:00 PM,02/03/2021 02:23:00 PM,,,225,97,,3.75,19.15,2.75,0,0,0,,0.3,22.2,,,
,02/03/2021 01:49:00 PM,02/03/2021 01:55:00 PM,,,152,41,,0.69,14.65,2.75,0,0,0,,0.3,17.7,,,
,02/03/2021 01:49:00 PM,02/03/2021 02:04:00 PM,,,182,81,,6.37,32.95,2.75,0,0,0,,0.3,36,,,
2,02/03/2021 01:49:16 PM,02/03/2021 02:25:10 PM,N,1,95,174,1,16.18,47,0,0.5,10.78,6.12,,0.3,64.7,1,1,0
2,02/03/2021 01:49:21 PM,02/03/2021 02:34:01 PM,N,1,220,244,1,15.56,49,0,0.5,0,2.8,,0.3,55.35,1,1,2.75
,02/03/2021 01:50:00 PM,02/03/2021 02:04:00 PM,,,65,181,,2.14,11.64,0,0,2.62,0,,0.3,14.56,,,
2,02/03/2021 01:50:09 PM,02/03/2021 01:56:00 PM,N,1,41,151,1,0.96,6,0,0.5,1.36,0,,0.3,8.16,1,1,0
1,02/03/2021 01:50:58 PM,02/03/2021 01:55:23 PM,N,1,40,54,1,0.8,5,0,0.5,0,0,,0.3,5.8,2,1,0
,02/03/2021 01:51:00 PM,02/03/2021 02:13:00 PM,,,74,254,,9.49,27.19,5.5,0,0,0,,0.3,32.99,,,
,02/03/2021 01:51:00 PM,02/03/2021 02:20:00 PM,,,189,76,,4.77,28.03,2.75,0,0,0,,0.3,31.08,,,
2,02/03/2021 01:51:09 PM,02/03/2021 01:58:38 PM,N,1,42,74,1,0.66,6.5,0,0.5,2.19,0,,0.3,9.49,1,1,0
2,02/03/2021 01:51:43 PM,02/03/2021 02:01:07 PM,N,1,41,151,1,1.37,8,0,0.5,1.5,0,,0.3,10.3,1,1,0
,02/03/2021 01:52:00 PM,02/03/2021 02:21:00 PM,,,116,258,,16.89,39.28,2.75,0,0,6.12,,0.3,48.45,,,
2,02/03/2021 01:52:09 PM,02/03/2021 01:59:03 PM,N,1,74,75,1,1.4,7,0,0.5,1.56,0,,0.3,9.36,1,1,0
2,02/03/2021 01:52:38 PM,02/03/2021 02:11:21 PM,N,1,74,116,1,2.83,13.5,0,0.5,0,0,,0.3,14.3,2,1,0
,02/03/2021 01:53:00 PM,02/03/2021 02:44:00 PM,,,72,80,,7.25,27.31,2.75,0,0,0,,0.3,30.36,,,
2,02/03/2021 01:53:52 PM,02/03/2021 01:54:08 PM,N,1,42,42,1,0.07,0,0,0,0,0,,0,0,2,1,0
,02/03/2021 01:54:00 PM,02/03/2021 02:12:00 PM,,,244,163,,7.62,30.51,2.75,0,0,0,,0.3,33.56,,,
,02/03/2021 01:55:00 PM,02/03/2021 02:07:00 PM,,,181,181,,0.45,10.14,5.5,0,0,0,,0.3,15.94,,,
2,02/03/2021 01:55:03 PM,02/03/2021 02:15:54 PM,N,1,166,127,1,6.16,20.5,0,0.5,5.32,0,,0.3,26.62,1,1,0
1,02/03/2021 01:55:04 PM,02/03/2021 02:20:37 PM,N,1,42,170,1,6.7,22.5,2.75,0.5,6.5,0,,0.3,32.55,1,1,2.75
2,02/03/2021 01:55:59 PM,02/03/2021 02:15:03 PM,N,1,82,226,1,3.44,15,0,0.5,0,0,,0.3,15.8,2,1,0
2,02/03/2021 01:56:28 PM,02/03/2021 02:02:25 PM,N,1,7,138,1,3.39,11,0,0.5,2.36,0,,0.3,14.16,1,1,0
2,02/03/2021 01:56:56 PM,02/03/2021 02:04:30 PM,N,1,41,43,1,1.43,7,0,0.5,0,0,,0.3,7.8,2,1,0
,02/03/2021 01:57:00 PM,02/03/2021 02:08:00 PM,,,11,11,,1.4,19.41,2.75,0,0,0,,0.3,22.46,,,
2,02/03/2021 01:58:18 PM,02/03/2021 02:06:20 PM,N,1,41,166,1,0.78,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,02/03/2021 01:58:30 PM,02/03/2021 02:22:27 PM,N,1,75,229,1,3.33,17,0,0.5,2,0,,0.3,22.55,1,1,2.75
,02/03/2021 01:59:00 PM,02/03/2021 02:04:00 PM,,,260,82,,0.86,21.45,2.75,0,0,0,,0.3,24.5,,,
2,02/03/2021 01:59:25 PM,02/03/2021 02:04:59 PM,N,1,74,75,1,1.06,6,0,0.5,0,0,,0.3,6.8,1,1,0
,02/03/2021 02:01:00 PM,02/03/2021 02:15:00 PM,,,42,75,,1.96,23.36,2.75,0,0,0,,0.3,26.41,,,
1,02/03/2021 02:01:26 PM,02/03/2021 02:06:21 PM,N,1,116,152,1,0.7,5,0,0.5,0,0,,0.3,5.8,3,1,0
2,02/03/2021 02:01:32 PM,02/03/2021 02:11:54 PM,N,1,75,75,1,0.47,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
,02/03/2021 02:02:00 PM,02/03/2021 02:27:00 PM,,,32,263,,10.03,29.67,2.75,0,0,6.12,,0.3,38.84,,,
1,02/03/2021 02:02:53 PM,02/03/2021 02:31:33 PM,N,1,188,39,1,4.4,20,0,0.5,0,0,,0.3,20.8,2,1,0
,02/03/2021 02:03:00 PM,02/03/2021 02:40:00 PM,,,137,216,,12.64,46.29,2.75,0,0,6.12,,0.3,55.46,,,
,02/03/2021 02:03:00 PM,02/03/2021 02:11:00 PM,,,83,83,,0.86,8,0,0,0.9,0,,0.3,9.2,,,
2,02/03/2021 02:03:27 PM,02/03/2021 02:22:15 PM,N,1,95,216,1,5.66,19,0,0.5,0,0,,0.3,19.8,2,1,0
2,02/03/2021 02:03:39 PM,02/03/2021 02:03:42 PM,N,5,42,42,1,0,7,0,0,1.46,0,,0.3,8.76,1,2,0
2,02/03/2021 02:03:46 PM,02/03/2021 02:07:05 PM,N,1,25,40,1,0.67,4.5,0,0.5,2,0,,0.3,7.3,1,1,0
,02/03/2021 02:04:00 PM,02/03/2021 02:31:00 PM,,,75,254,,10.36,35.79,2.75,0,0,0,,0.3,38.84,,,
,02/03/2021 02:04:00 PM,02/03/2021 02:11:00 PM,,,223,223,,0.78,16.83,2.75,0,0,0,,0.3,19.88,,,
2,02/03/2021 02:04:26 PM,02/03/2021 02:31:26 PM,N,1,116,239,1,3.91,18.5,0,0.5,5.51,0,,0.3,27.56,1,1,2.75
2,02/03/2021 02:04:41 PM,02/03/2021 02:16:58 PM,N,1,95,197,1,2.3,10.5,0,0.5,2.26,0,,0.3,13.56,1,1,0
1,02/03/2021 02:06:37 PM,02/03/2021 02:20:11 PM,N,1,14,22,1,0,9.2,0,0.5,0,0,,0.3,10,1,1,0
,02/03/2021 02:07:00 PM,02/03/2021 02:33:00 PM,,,10,131,,4.08,25.95,2.75,0,0,0,,0.3,29,,,
,02/03/2021 02:08:00 PM,02/03/2021 02:49:00 PM,,,97,39,,6.73,25.28,5.5,0,0,0,,0.3,31.08,,,
,02/03/2021 02:08:00 PM,02/03/2021 02:19:00 PM,,,41,166,,1.43,19.64,2.75,0,0,0,,0.3,22.69,,,
2,02/03/2021 02:09:33 PM,02/03/2021 03:35:46 PM,N,1,168,93,1,18.6,71.5,0,0.5,0,6.12,,0.3,78.42,1,1,0
2,02/03/2021 02:09:35 PM,02/03/2021 02:31:23 PM,N,1,244,151,2,4.11,17.5,0,0.5,0,0,,0.3,18.3,2,1,0
2,02/03/2021 02:09:48 PM,02/03/2021 02:49:40 PM,N,1,42,137,1,6.09,26.5,0,0.5,5,0,,0.3,35.05,1,1,2.75
,02/03/2021 02:10:00 PM,02/03/2021 02:37:00 PM,,,261,89,,6.36,24.87,2.75,0,0,6.12,,0.3,34.04,,,
,02/03/2021 02:10:00 PM,02/03/2021 02:33:00 PM,,,141,119,,6.93,26.4,2.75,0,0,0,,0.3,29.45,,,
,02/03/2021 02:10:00 PM,02/03/2021 02:38:00 PM,,,42,75,,3.82,24.76,1.35,0,0,0,,0.3,26.41,,,
2,02/03/2021 02:10:01 PM,02/03/2021 02:14:26 PM,N,1,41,74,1,0.77,5,0,0.5,1,0,,0.3,6.8,1,1,0
2,02/03/2021 02:10:04 PM,02/03/2021 02:16:20 PM,N,1,52,40,1,0.96,6,0,0.5,1.36,0,,0.3,8.16,1,1,0
2,02/03/2021 02:10:52 PM,02/03/2021 02:20:13 PM,N,1,75,74,1,0.94,7.5,0,0.5,0,0,,0.3,8.3,2,1,0
,02/03/2021 02:11:00 PM,02/03/2021 02:54:00 PM,,,20,256,,14.64,44.98,2.75,0,0,6.12,,0.3,54.15,,,
,02/03/2021 02:11:00 PM,02/03/2021 02:21:00 PM,,,168,74,,1.64,18.95,2.75,0,0,0,,0.3,22,,,
2,02/03/2021 02:11:10 PM,02/03/2021 02:27:28 PM,N,1,24,42,1,1.86,11,0,0.5,0,0,,0.3,11.8,2,1,0
2,02/03/2021 02:11:33 PM,02/03/2021 02:11:49 PM,N,5,42,42,1,0.07,7,0,0,0,0,,0.3,7.3,2,2,0
2,02/03/2021 02:11:36 PM,02/03/2021 02:35:51 PM,N,1,74,116,1,2.74,16,0,0.5,5.04,0,,0.3,21.84,1,1,0
2,02/03/2021 02:12:26 PM,02/03/2021 02:23:45 PM,N,1,41,166,1,1.53,9,0,0.5,1.96,0,,0.3,11.76,1,1,0
1,02/03/2021 02:12:37 PM,02/03/2021 02:44:08 PM,Y,1,41,142,1,4,20.5,2.75,0.5,0,0,,0.3,24.05,1,1,2.75
,02/03/2021 02:13:00 PM,02/03/2021 02:17:00 PM,,,76,76,,0.72,15.43,2.75,0,0,0,,0.3,18.48,,,
,02/03/2021 02:13:00 PM,02/03/2021 02:15:00 PM,,,76,76,,0,22.45,2.75,0,0,0,,0.3,25.5,,,
,02/03/2021 02:13:00 PM,02/03/2021 02:24:00 PM,,,29,149,,1.84,21.61,2.75,0,0,0,,0.3,24.66,,,
2,02/03/2021 02:13:01 PM,02/03/2021 03:01:47 PM,N,1,55,75,1,22.56,64,0,0.5,0,6.12,,0.3,70.92,1,1,0
2,02/03/2021 02:13:07 PM,02/03/2021 02:19:57 PM,N,1,41,42,1,1.11,6.5,0,0.5,1.46,0,,0.3,8.76,1,1,0
2,02/03/2021 02:13:23 PM,02/03/2021 02:27:25 PM,N,1,97,189,1,1.85,10.5,0,0.5,2.82,0,,0.3,14.12,1,1,0
,02/03/2021 02:14:00 PM,02/03/2021 02:57:00 PM,,,166,26,,15.08,48.39,2.75,0,0,0,,0.3,51.44,,,
,02/03/2021 02:14:00 PM,02/03/2021 02:43:00 PM,,,244,215,,17.8,45.98,2.75,0,0,6.12,,0.3,55.15,,,
,02/03/2021 02:14:00 PM,02/03/2021 03:07:00 PM,,,191,42,,17.74,47.46,2.75,0,0,6.12,,0.3,56.63,,,
1,02/03/2021 02:14:43 PM,02/03/2021 02:22:04 PM,N,1,75,74,1,1.2,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,02/03/2021 02:14:49 PM,02/03/2021 02:29:20 PM,N,1,7,226,1,2.24,11.5,0,0.5,0,0,,0.3,12.3,2,1,0
,02/03/2021 02:15:00 PM,02/03/2021 03:06:00 PM,,,17,117,,12.59,41.11,5.5,0,0,2.29,,0.3,49.2,,,
2,02/03/2021 02:15:47 PM,02/03/2021 02:27:11 PM,N,1,75,74,1,1.47,9,0,0.5,1,0,,0.3,10.8,1,1,0
,02/03/2021 02:16:00 PM,02/03/2021 02:38:00 PM,,,159,127,,4.11,24.77,1.35,0,0,0,,0.3,26.42,,,
,02/03/2021 02:16:00 PM,02/03/2021 02:32:00 PM,,,197,56,,5.28,26.7,5.5,0,0,0,,0.3,32.5,,,
,02/03/2021 02:16:00 PM,02/03/2021 02:28:00 PM,,,25,97,,1.02,16.66,2.75,0,0,0,,0.3,19.71,,,
,02/03/2021 02:16:00 PM,02/03/2021 02:43:00 PM,,,68,145,,3.05,24.27,2.75,0,0,6.12,,0.3,33.44,,,
,02/03/2021 02:16:00 PM,02/03/2021 02:51:00 PM,,,260,216,,12.81,45.12,2.75,0,0,0,,0.3,48.17,,,
2,02/03/2021 02:16:50 PM,02/03/2021 02:42:49 PM,N,1,181,72,1,3.91,18.5,0,0.5,0,0,,0.3,19.3,2,1,0
,02/03/2021 02:17:00 PM,02/03/2021 02:36:00 PM,,,35,177,,2.23,16.73,2.75,0,0,0,,0.3,19.78,,,
1,02/03/2021 02:17:35 PM,02/03/2021 02:23:54 PM,N,1,95,95,1,1.2,6.5,0,0.5,1.45,0,,0.3,8.75,1,1,0
,02/03/2021 02:18:00 PM,02/03/2021 02:40:00 PM,,,151,75,,2.41,20.46,2.75,0,0,0,,0.3,23.51,,,
1,02/03/2021 02:18:03 PM,02/03/2021 02:26:31 PM,N,1,41,74,1,1,7,0,0.5,2.3,0,,0.3,10.1,1,1,0
2,02/03/2021 02:18:34 PM,02/03/2021 02:28:22 PM,N,1,95,135,1,1.67,9,0,0.5,0,0,,0.3,9.8,2,1,0
1,02/03/2021 02:18:56 PM,02/03/2021 02:28:32 PM,N,1,82,56,1,0.8,7.5,0,0.5,2.45,0,,0.3,10.75,1,1,0
,02/03/2021 02:19:00 PM,02/03/2021 02:36:00 PM,,,83,82,,1.18,7,0,0,0.77,0,,0.3,8.07,,,
,02/03/2021 02:20:00 PM,02/03/2021 02:37:00 PM,,,72,188,,2.36,13.95,2.75,0,0,0,,0.3,17,,,
,02/03/2021 02:20:00 PM,02/03/2021 02:43:00 PM,,,265,205,,7.61,40.16,2.75,0,0,0,,0.3,43.21,,,
1,02/03/2021 02:20:50 PM,02/03/2021 02:33:14 PM,N,1,166,50,1,4,14.5,2.75,0.5,2.71,0,,0.3,20.76,1,1,2.75
2,02/03/2021 02:21:00 PM,02/03/2021 03:10:45 PM,N,1,247,197,1,14.93,51,0,0.5,0,6.12,,0.3,57.92,1,1,0
,02/03/2021 02:21:00 PM,02/03/2021 02:46:00 PM,,,82,170,,6.59,27.5,2.75,0,0,6.12,,0.3,36.67,,,
,02/03/2021 02:21:00 PM,02/03/2021 02:29:00 PM,,,121,121,,1.61,15.45,2.75,0,0,0,,0.3,18.5,,,
,02/03/2021 02:22:00 PM,02/03/2021 03:18:00 PM,,,189,131,,13.41,52.68,2.75,0,0,0,,0.3,55.73,,,
2,02/03/2021 02:22:09 PM,02/03/2021 02:44:12 PM,N,1,75,223,1,5.61,20,0,0.5,5.38,6.12,,0.3,32.3,1,1,0
1,02/03/2021 02:22:21 PM,02/03/2021 02:22:21 PM,Y,1,61,264,2,0,68.5,2.75,0.5,0,0,,0.3,72.05,2,1,2.75
,02/03/2021 02:23:00 PM,02/03/2021 02:44:00 PM,,,122,139,,2.52,18.95,2.75,0,0,0,,0.3,22,,,
2,02/03/2021 02:23:07 PM,02/03/2021 02:42:36 PM,N,1,41,48,1,5.94,21,0,0.5,0,0,,0.3,24.55,2,1,2.75
,02/03/2021 02:24:00 PM,02/03/2021 03:02:00 PM,,,90,42,,7.58,29.26,2.75,0,0,0,,0.3,32.31,,,
2,02/03/2021 02:24:29 PM,02/03/2021 02:52:38 PM,N,1,244,140,1,7.51,26,0,0.5,8.86,0,,0.3,38.41,1,1,2.75
,02/03/2021 02:25:00 PM,02/03/2021 02:43:00 PM,,,72,76,,3.1,26.58,0,0,0,0,,0.3,26.88,,,
2,02/03/2021 02:25:09 PM,02/03/2021 02:47:32 PM,N,1,42,126,1,4.51,18,0,0.5,0,0,,0.3,18.8,2,1,0
1,02/03/2021 02:25:47 PM,02/03/2021 02:42:56 PM,N,1,75,262,1,1.5,11.5,2.75,0.5,3,0,,0.3,18.05,1,1,2.75
2,02/03/2021 02:26:07 PM,02/03/2021 02:35:58 PM,N,1,75,239,1,1.61,8.5,0,0.5,1.81,0,,0.3,13.86,1,1,2.75
2,02/03/2021 02:26:30 PM,02/03/2021 02:51:15 PM,N,1,52,89,1,3.31,16.5,0,0.5,0,0,,0.3,17.3,2,1,0
2,02/03/2021 02:26:33 PM,02/03/2021 02:32:38 PM,N,1,41,152,1,0.73,5.5,0,0.5,0,0,,0.3,6.3,1,1,0
2,02/03/2021 02:26:35 PM,02/03/2021 02:49:00 PM,N,1,174,213,2,6.54,22,0,0.5,0,0,,0.3,22.8,1,1,0
2,02/03/2021 02:26:44 PM,02/03/2021 02:36:30 PM,N,1,41,166,1,1.24,8,0,0.5,2.2,0,,0.3,11,1,1,0
2,02/03/2021 02:27:32 PM,02/03/2021 02:37:47 PM,N,1,75,75,1,0.79,8,0,0.5,0,0,,0.3,8.8,2,1,0
,02/03/2021 02:28:00 PM,02/03/2021 03:19:00 PM,,,68,63,,14,32.82,2.75,0,0,6.12,,0.3,41.99,,,
,02/03/2021 02:28:00 PM,02/03/2021 02:51:00 PM,,,122,134,,0,24.86,2.75,0,0,0,,0.3,27.91,,,
,02/03/2021 02:29:00 PM,02/03/2021 02:43:00 PM,,,62,72,,0,16.73,2.75,0,0,0,,0.3,19.78,,,
,02/03/2021 02:29:00 PM,02/03/2021 02:41:00 PM,,,188,177,,1.57,21.37,2.75,0,0,0,,0.3,24.42,,,
2,02/03/2021 02:29:02 PM,02/03/2021 02:33:19 PM,N,1,74,75,1,0.73,4.5,0,0.5,0,0,,0.3,5.3,2,1,0
2,02/03/2021 02:29:14 PM,02/03/2021 02:33:20 PM,N,1,95,95,1,0.75,4.5,0,0.5,0,0,,0.3,5.3,1,1,0
1,02/03/2021 02:29:44 PM,02/03/2021 02:54:44 PM,N,1,74,161,1,5.2,19,2.75,0.5,0,0,,0.3,22.55,1,1,2.75
2,02/03/2021 02:29:46 PM,02/03/2021 02:32:11 PM,N,1,74,41,1,0.36,3.5,0,0.5,0,0,,0.3,4.3,2,1,0
,02/03/2021 02:30:00 PM,02/03/2021 03:03:00 PM,,,100,174,,15.08,42.36,2.75,0,0,2.8,,0.3,48.21,,,
,02/03/2021 02:30:00 PM,02/03/2021 02:41:00 PM,,,166,41,,1.12,19.64,2.75,0,0,0,,0.3,22.69,,,
,02/03/2021 02:30:00 PM,02/03/2021 03:12:00 PM,,,212,231,,13.51,53.53,2.75,0,0,6.12,,0.3,62.7,,,
,02/03/2021 02:31:00 PM,02/03/2021 02:56:00 PM,,,140,41,,3.29,22.45,2.75,0,0,0,,0.3,25.5,,,
,02/03/2021 02:31:00 PM,02/03/2021 02:59:00 PM,,,227,222,,16.92,33.21,2.75,0,0,0,,0.3,36.26,,,
,02/03/2021 02:31:00 PM,02/03/2021 02:45:00 PM,,,149,29,,2.3,19.39,2.75,0,0,0,,0.3,22.44,,,
2,02/03/2021 02:31:06 PM,02/03/2021 02:45:37 PM,N,1,95,95,1,1.59,10,0,0.5,0,0,,0.3,10.8,2,1,0
2,02/03/2021 02:31:12 PM,02/03/2021 02:43:09 PM,N,1,74,24,1,1.65,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
2,02/03/2021 02:31:52 PM,02/03/2021 03:11:50 PM,N,1,244,229,1,8.01,33,0,0.5,7.31,0,,0.3,43.86,1,1,2.75
,02/03/2021 02:34:00 PM,02/03/2021 03:06:00 PM,,,169,159,,3.3,15.77,5.5,0,0,0,,0.3,21.57,,,
,02/03/2021 02:34:00 PM,02/03/2021 02:53:00 PM,,,242,213,,4.62,22.79,2.75,0,0,0,,0.3,25.84,,,
,02/03/2021 02:34:00 PM,02/03/2021 02:56:00 PM,,,42,136,,5.42,26.14,2.75,0,0,0,,0.3,29.19,,,
,02/03/2021 02:35:00 PM,02/03/2021 03:06:00 PM,,,169,246,,9.9,39.91,2.75,0,0,0,,0.3,42.96,,,
2,02/03/2021 02:35:15 PM,02/03/2021 03:01:48 PM,N,1,25,61,1,3.05,16.5,0,0.5,0,0,,0.3,17.3,2,1,0
2,02/03/2021 02:35:22 PM,02/03/2021 03:01:44 PM,N,1,75,237,1,1.74,16,0,0.5,4.89,0,,0.3,24.44,1,1,2.75
2,02/03/2021 02:35:36 PM,02/03/2021 03:04:34 PM,N,1,75,142,1,3.38,19,0,0.5,1,0,,0.3,23.55,1,1,2.75
2,02/03/2021 02:35:46 PM,02/03/2021 02:38:52 PM,N,1,166,166,1,0.29,4,0,0.5,1.2,0,,0.3,6,1,1,0
,02/03/2021 02:36:00 PM,02/03/2021 03:30:00 PM,,,71,65,,5.02,25.4,2.75,0,0,0,,0.3,28.45,,,
2,02/03/2021 02:36:27 PM,02/03/2021 03:09:05 PM,N,1,74,265,1,15.11,42.5,0,0.5,0,0,,0.3,43.3,2,1,0
2,02/03/2021 02:36:29 PM,02/03/2021 03:00:14 PM,N,1,41,120,1,3.02,16.5,0,0.5,0,0,,0.3,17.3,1,1,0
2,02/03/2021 02:36:34 PM,02/03/2021 02:48:21 PM,N,1,179,145,1,2.78,10.5,0,0.5,2,0,,0.3,13.3,1,1,0
,02/03/2021 02:37:00 PM,02/03/2021 03:09:00 PM,,,61,40,,4,15.47,0,0,0,0,,0.3,15.77,,,
,02/03/2021 02:37:00 PM,02/03/2021 02:41:00 PM,,,82,82,,0.29,15.89,2.75,0,0,0,,0.3,18.94,,,
2,02/03/2021 02:38:26 PM,02/03/2021 03:02:39 PM,N,1,75,4,1,6.13,22,0,0.5,0,0,,0.3,25.55,2,1,2.75
,02/03/2021 02:39:00 PM,02/03/2021 02:44:00 PM,,,222,39,,1.37,15.43,2.75,0,0,0,,0.3,18.48,,,
2,02/03/2021 02:39:55 PM,02/03/2021 02:49:00 PM,N,1,7,179,1,1.55,8,0,0.5,0,0,,0.3,8.8,2,1,0
,02/03/2021 02:40:00 PM,02/03/2021 02:52:00 PM,,,244,166,,2.58,9.83,0,0,2.78,0,,0.3,12.91,,,
,02/03/2021 02:40:00 PM,02/03/2021 02:54:00 PM,,,97,106,,1.5,12.89,2.75,0,0,0,,0.3,15.94,,,
,02/03/2021 02:40:00 PM,02/03/2021 03:01:00 PM,,,173,82,,1.82,15.89,2.75,0,0,0,,0.3,18.94,,,
,02/03/2021 02:41:00 PM,02/03/2021 03:11:00 PM,,,140,116,,5.36,24.67,2.75,0,0,0,,0.3,27.72,,,
2,02/03/2021 02:41:16 PM,02/03/2021 02:54:34 PM,N,1,75,42,1,1.88,10,0,0.5,0,0,,0.3,10.8,2,1,0
